StudentComments,sent_pretrained,target
good,pos,pos
he is a good teacher .,pos,pos
she is very caring and dedicative,pos,pos
"he is a good teacher,",pos,pos
i am completely satisfied with my teacher.,pos,pos
first 4-5classess teach well but recently faculty not doing well,neg,neg
she is very decent and very well behaved. she always encourage the students for learning new things.,pos,pos
good,pos,pos
careful and concentrative,neu,neu
good,pos,pos
nil,neu,neu
sir explain all of things briefly,neu,neu
good,pos,pos
best,pos,pos
good faculty,pos,pos
very good in his field,pos,pos
he is so helpful.,pos,pos
good teacher.,pos,pos
he is good.,pos,pos
she is good teacher,pos,pos
nice,pos,pos
no comments.,neu,neu
in every class knowledge base is enhanced due to the sharing the vast experience of the faculty.,pos,pos
good faculty,pos,pos
every thing is fine,pos,pos
a good one,pos,pos
good,pos,pos
she is very good teacher,pos,pos
her quality of teaching is not up to the mark.considering everything she is okay,neg,neg
"maksud, md. hasan chowdhury is a good teacher.",pos,pos
best faculty,pos,pos
she is careful about teaching,neu,neu
thanks,pos,pos
good,pos,pos
"she is fine, nice good. teaches things very well. i like her, but it will be better if she comes at 8am sharp;",pos,pos
encouraging teacher,pos,pos
she is good.,pos,pos
sincere math teacher,neu,neu
good,pos,pos
he is one of the best facultyin aiub,pos,pos
sir always try to respond with our quaries,neu,neu
he is good.,pos,pos
good,pos,pos
good,pos,pos
a very good and friendly teacher.,pos,pos
mam is quite helpful,pos,pos
very good faculty,pos,pos
very good,pos,pos
excellent,pos,pos
good,pos,pos
she is a good teacher,pos,pos
friendly,pos,pos
good teacher,pos,pos
she’s good,pos,pos
he is a very good teacher.,pos,pos
she is a good faculty,pos,pos
he is a good teacher.,pos,pos
he is good but a little bit strict :(,neu,neu
good teaching technique . best teacher in my university life,pos,pos
best faculty,pos,pos
good faculty,pos,pos
good,pos,pos
good teacher,pos,pos
very good teacher.,pos,pos
excellent faculty.,pos,pos
good,pos,pos
good,pos,pos
he is very active in my course,pos,pos
good,pos,pos
sajid sir is great in ip lab.he helps all the students with their problems.he is a great teacher.,pos,pos
agree,neu,neu
good,pos,pos
good teacher,pos,pos
ok,neu,neu
not rational in judging student’s effort,neg,neg
he is not good faculty. he always good of administrative work,neg,neg
the way he teach us it's really amazing. best faculty i have ever had .,pos,pos
best bt she dont give chance to sleep.,neg,neg
first of all she is good looking woman .she all time put a big smile on her face .some time she get angry .but she is a good lecturer .she know her work .every student like her.,pos,pos
sir is very honest and poliet.,pos,pos
very good,pos,pos
she is good in teaching.,pos,pos
best faculty .,pos,pos
he tries his best as a lecturer. glad to have him .,pos,pos
good teacher,pos,pos
he is a good teacher.,pos,pos
good,pos,pos
good,pos,pos
good,pos,pos
all over good,pos,pos
all over good,pos,pos
very good,pos,pos
excellent mentor.,pos,pos
mam is awosome and she did every things to makes us understand her lessons.,pos,pos
punctual in reporting to the class and explains the contents clearly,neu,neu
good,pos,pos
thank you,pos,pos
n,neu,neu
he is the best,pos,pos
good,pos,pos
good,pos,pos
good,pos,pos
best faculty,pos,pos
no coomment,neu,neu
sir is very experienced in teaching,pos,pos
good,pos,pos
better,pos,pos
no comment for study site. teaching method good,neu,neu
good,pos,pos
fine,neu,neu
not good. prefer girls more than boys.,neg,neg
good and nice facult!!!,pos,pos
she is good at teaching. she knows the way to make attractive a topic and give a clear idea about it. may allah bless her.,pos,pos
she is good but the course itself is boring,neg,neg
cooperative,neu,neu
nice,pos,pos
best faculty i have ever seen,pos,pos
good,pos,pos
good,pos,pos
very good.,pos,pos
best faculty,pos,pos
he is a good teacher,pos,pos
she is a very good teacher. i like her teaching method.,pos,pos
her teaching style help us to know more.,neu,neu
good,pos,pos
best teacher,pos,pos
very good teacher,pos,pos
good,pos,pos
his teaching method is good.,pos,pos
good,pos,pos
he is good enough,pos,pos
she needs to improve herself.,neu,neu
good,pos,pos
he is very goog teacher,pos,pos
a good teacher,pos,pos
he is a good faculty.,pos,pos
shai shai sir joossssssss.,neu,neu
she is good teacher,pos,pos
very good teacher,pos,pos
she is a good teacher,pos,pos
he is a good teacher.,pos,pos
awesome,pos,pos
he is a good teacher,pos,pos
best mam,pos,pos
good teacher,pos,pos
best,pos,pos
good teaching method,pos,pos
good,pos,pos
mam is good,pos,pos
very good,pos,pos
good,pos,pos
"sir is trying to explain a lot in class, also very helpful . a good lecturer in all respects, i pray you stay well.",pos,pos
he is awesome,pos,pos
good,pos,pos
good,pos,pos
"sir is awesome,friendly too. his teaching skill is excellent. sir you are josss",pos,pos
good teacher,pos,pos
in lab he is good,pos,pos
good,pos,pos
no comment.,neu,neu
"she has excellent knowledge, personality, instructional strategies and also follows the routine accordingly.",pos,pos
best faculty,pos,pos
outstanding,pos,pos
she is good,pos,pos
medium good,pos,pos
ok,neu,neu
agree,neu,neu
good teacher,pos,pos
good,pos,pos
nice,pos,pos
very good,pos,pos
good,pos,pos
he is a very good teacher,pos,pos
she is good.,pos,pos
good teacher,pos,pos
i am happy.,pos,pos
best,pos,pos
bad,neg,neg
her english is poor.,neg,neg
good,pos,pos
good,pos,pos
she is a very good teacher .,pos,pos
good,pos,pos
good,pos,pos
good,pos,pos
very good course instructor,pos,pos
good,pos,pos
he is a very good teacher.,pos,pos
please sir give some clear idea about the subject,neu,neu
very good ????,pos,pos
good,pos,pos
we understand easily sir's lecture,pos,pos
satisfied,pos,pos
good,pos,pos
satisfactory,neu,neu
friendly and has a good skill to teach,pos,pos
good teacher!!,pos,pos
nice faculty,pos,pos
very bad,neg,neg
he is a good teacher.,pos,pos
"not perfect,not good.aiub should not go on with such faculties.",neg,neg
ok,neu,neu
she's a dedicated teacher,pos,pos
overall good teacher,pos,pos
he is a nice faculty.,pos,pos
good,pos,pos
well behaved,pos,pos
good faculty,pos,pos
best fresher i have ever seen,pos,pos
she makes her lesson very easy for the student,pos,pos
no comments.,neu,neu
he is moreover a fantastic mentor for us.,pos,pos
he is a very good teacher,pos,pos
not bad,neu,neu
good mam with excellent teaching style,pos,pos
good teacher,pos,pos
good,pos,pos
best teacher!,pos,pos
he is perfect in all respects.,pos,pos
she is a very good teacher. her speaking capability is too good.for this reason sometimes i can't catch her. she try her best to help students. may allah bless her.,pos,pos
good,pos,pos
he is a very good teacher. i like him.,pos,pos
i agree,neu,neu
genius,pos,pos
she explains all types of details and invites students to ask questions and answers them.,neu,neu
dedicated and passionate,pos,pos
he is a good faculty,pos,pos
he good faculty,pos,pos
he is a very good teacher,pos,pos
nice teacher,pos,pos
good,pos,pos
good,pos,pos
very firendly and understandable,pos,pos
not good enough,neg,neg
good,pos,pos
she is a good teacher.,pos,pos
he is a very good teacher.,pos,pos
awesome,pos,pos
good,pos,pos
good,pos,pos
he is good,pos,pos
such a nice and dedicated person,pos,pos
my beloved person in aiub among all teachers because of his teaching technic and a great communication with students and ther problem also.,pos,pos
sir is very friendly. very dedicated,pos,pos
moderate,neu,neu
very good teacher,pos,pos
ok,neu,neu
very friendly teacher. helps students her best to learn well. tries to fix all confusions of the students that we can understand every single topic and concept.,pos,pos
best,pos,pos
very good command in english and have an outstanding capacity to teach the students in various ways. have knowledge in almost every field and relates practical things to our study which made him more professional.,pos,pos
good enough,neu,neu
good,pos,pos
good,pos,pos
very good teacher.,pos,pos
good,pos,pos
sir is very irresponsible of giving notice on time,neg,neg
good teacher .,pos,pos
good,pos,pos
"she only read out the slides,she can't make lesson clear to the students. i don't like her teaching style.",neg,neg
sir is a mind blowing person and his teaching quality also very nice.,pos,pos
well,neu,neu
sir is one of the best person i have ever been seen in my aiub study life.,pos,pos
good,pos,pos
"he is a great teacher,",pos,pos
excellent,pos,pos
very bad in giving lectur.,neg,neg
good,pos,pos
good,pos,pos
she teaches us very clearly.,pos,pos
great teacher.,pos,pos
sir is helpful enough,pos,pos
good teacher,pos,pos
"oh my god! this is my last review! in these four years of graduation i've hardly read those questions up there, not even today! but i have to confess something, if any chance i hated any of them, i used to chose the last option and vice versa :p it's like a revenge! hahhahah.um gonna surely miss them all :') love to the admin office and all the stuffs. have a good life :)",pos,pos
mijan sir is a good teacher,pos,pos
he gave his lesson very well. we can understand easily,pos,pos
no coment,neu,neu
sir is very dedicated to his student.,pos,pos
my favourite teacher and a good teacher,pos,pos
"we need lecture note at fotocopy machine, before class time.",neu,neu
ok,neu,neu
he knows his craft very well!,pos,pos
good,pos,pos
excellent faculty. his teaching method is also satisfactory.,pos,pos
"as this teacher work in gp he does not get enough time to upload his lecture script and are not concern about the exam policy of aiub. aiub should hire professional teacher not like this thacher for whom teaching is just a hobby ,",neg,neg
excellent,pos,pos
she is very friendly,pos,pos
best teacher in aiub,pos,pos
always dismiss class early,neg,neg
worst faculty i have ever seen.he take our quiz but doesn't understand our the topic.and even we can't know the number of our quiz.the most important thing is his teaching style is very very poor.student can't understand what he says actually.so i didn't learn anyting from him which is bad for me.,neg,neg
sir teaches us nicely.,pos,pos
sir is very helpful and helps a student to learn properly,pos,pos
good teacher,pos,pos
good,pos,pos
very very helpfull teacher,pos,pos
very good teacher,pos,pos
a good faculty and punctual,pos,pos
good,pos,pos
no comments.,neu,neu
good,pos,pos
he is a good teacher,pos,pos
he teach well.,pos,pos
good,pos,pos
his teaching style was so good,pos,pos
good teacher,pos,pos
ver,neu,neu
best faculty,pos,pos
he is very friendaly and alaways super hit teacher,pos,pos
good,pos,pos
good,pos,pos
he is a very well manarred teacher on all sides,pos,pos
i like her teaching method as well as mutual interaction.,pos,pos
sir pretend he is strict but it really not work because he is soft hearted. sir gives bonus marks that is very important of us,neu,neu
"awesome ,good mentality,potential.",pos,pos
good teacher.,pos,pos
good,pos,pos
she has the ability to make students understand what she is teaching.,pos,pos
good,pos,pos
nice,pos,pos
he is good teacher,pos,pos
good faculty,pos,pos
good,pos,pos
good,pos,pos
sir is very good,pos,pos
sir is good,pos,pos
no cmnt,neu,neu
one of my best teacher in aiub,pos,pos
we r not understood anything,neg,neg
good,pos,pos
awesome,pos,pos
faculty is very helpful,pos,pos
he is a nice faculty of aiub,pos,pos
excellent teacher,pos,pos
farhana afroz ma'am is perfect for this course.,pos,pos
he talks very slowly. it's hard to hear him and because he speaks slowly it gets very boring. his syllabus is way more than other sections. he teaches too much extra stuff and we can not keep up.,neg,neg
good,pos,pos
good,pos,pos
a good teacher,pos,pos
well teaching quality and good behaving with his student are good quality. she always tries to give good education.,pos,pos
best,pos,pos
very good teacher,pos,pos
good,pos,pos
i can not understand what he is teaching,neg,neg
bad,neg,neg
good teacher,pos,pos
nice,pos,pos
sir is very honest person. he loves his students too much. we can easily understand his lecture notes.,pos,pos
good,pos,pos
very good,pos,pos
everything was great!,pos,pos
impressive,pos,pos
no comment.,neu,neu
good faculty,pos,pos
mam u beauty,pos,pos
good,pos,pos
sir is okay for me.,pos,pos
excellent,pos,pos
really he is a good teacher.he has ability to plays agreat role in the university of aiub.,pos,pos
good,pos,pos
good,pos,pos
"i'm proud to be student of ""sabrina rahman"" mam.",pos,pos
sir teaches every lesson nicely and helps us to deal with our problem. also inspires us to get a good mark.,pos,pos
good teacher. 7 out of 10!! ??,pos,pos
everything good.,pos,pos
she is a very good teacher.,pos,pos
good teacher,pos,pos
not good,neg,neg
excellent,pos,pos
teaching method is not good.,neg,neg
very good,pos,pos
"sir, is one of the best faculty i have ever seen.",pos,pos
excellent faculty,pos,pos
excellent,pos,pos
the best teacher i've seen,pos,pos
great,pos,pos
good,pos,pos
he is a ideal teacher.,pos,pos
a good faculty.,pos,pos
"a very good, friendly and dedicated teacher",pos,pos
he is a good teacher,pos,pos
one of the best,pos,pos
he is a good teacher.,pos,pos
nothing to say,neu,neu
kamrul sir khub bhalo,neu,neu
good,pos,pos
good,pos,pos
good,pos,pos
strong personality,pos,pos
they both are good.,pos,pos
"in this semester,i took five course.most of the faculty are well.",pos,pos
sir is helpful & answer every questions.,pos,pos
he is very motivational,pos,pos
nice,pos,pos
good,pos,pos
toooooooooooooooooooooo bad,neg,neg
be better,pos,pos
not bad,neu,neu
he is a very good teacher.,pos,pos
good faculty,pos,pos
good,pos,pos
a,neu,neu
good,pos,pos
very good,pos,pos
no comments !,neu,neu
g,neu,neu
good teacher. i believe i will learn from him & then i can apply my real life.,pos,pos
"humble, delightful, enjoyable, hi is one of my favorite faculties",pos,pos
"practices fairness, objectivity and rationale in taking actions for and against the students.",neu,neu
no cmd.,neu,neu
ok,neu,neu
good,pos,pos
she is very good teacher.,pos,pos
good teaching skill,pos,pos
good,pos,pos
he always help us and encourage us to make a good resul.and teaches us in a nice way.,pos,pos
good,pos,pos
structurally fine but his communicating way with students is reall rude and some times un ethical too.,neg,neg
he is also a goog teacher.and his behaviour glad to us.,neu,neu
good,pos,pos
upcoming best teacher of the institution,pos,pos
he is good at teaching.,pos,pos
helpful faculty,pos,pos
best teacher,pos,pos
i have no comments.,neu,neu
very good teacher,pos,pos
his very friendly teacher,pos,pos
excellent teaching,pos,pos
cute and most adorable mam,pos,pos
i wish all the courses of programming could teach by him. best teacher with the best ability to teaching.,pos,pos
sos,neu,neu
o,neu,neu
good teacher,pos,pos
she is a good faculty indeed,pos,pos
friendly,pos,pos
good,pos,pos
just good,pos,pos
best,pos,pos
good,pos,pos
after all of it she is good.,pos,pos
good,pos,pos
average teaching strategy.,neg,neg
sazzad is one of the most talented person in our university. he is so frankly with students and treat every students equally. i enjoyed his every classes in this session.,pos,pos
"i believe she is a good human being but not a great teacher. she lacks knowledge. during the online assessments or class tests, she even doesn't set the proper answer. it is clear that lacks experience and expertise.",neg,neg
good teacher indeed.,pos,pos
grades are confidential and should be kept as such.,neu,neu
our techer is very qualified nad experienced. i like his way of teaching,pos,pos
sooooooo cute mam,pos,pos
no comments.,neu,neu
stanny sir simply awesome. i just love him,pos,pos
she is an amazing faculty and completely devoted to her job.,pos,pos
it is a good teacher,pos,pos
none,neu,neu
good teacher,pos,pos
as,neu,neu
very good.,pos,pos
he is a good faculty :),pos,pos
we need teacher like him.,pos,pos
he is one of the friendly minded teacher in the aiub and also very experienced teacher in control system.,pos,pos
best faculty i have ever met.he is just too good.,pos,pos
one of the best faculty of aiub.,pos,pos
ver good faculty,pos,pos
good,pos,pos
good teacher,pos,pos
best,pos,pos
good teacher,pos,pos
excellent,pos,pos
good,pos,pos
he is a good teacher,pos,pos
good lecturer,pos,pos
he is so hard man in aiub,neu,neu
fine,neu,neu
the lectures of him are very understandable.,pos,pos
good,pos,pos
nothing,neu,neu
good,pos,pos
good,pos,pos
good teacher.,pos,pos
good,pos,pos
good,pos,pos
bad,neg,neg
not bad,neu,neu
good,pos,pos
he doesn't give good mark,neg,neg
she is excellent teacher.(-_-),pos,pos
good,pos,pos
good,pos,pos
good,pos,pos
not bad!!,pos,pos
sir is so polite and helpful,pos,pos
explain everything to us we'll.,neu,neu
very good teacher,pos,pos
teaching skills so well and also good women like mother,pos,pos
teaches very well,pos,pos
best,pos,pos
good,pos,pos
good,pos,pos
good,pos,pos
he is a very good faculty in aiub & teaching capacity very well,pos,pos
good,pos,pos
very good,pos,pos
she is a very kind and warm hearted kind of teacher.she come in the classes in time and her teaching technique is fabulous.,pos,pos
he is so boring,neg,neg
he is fine,pos,pos
no comments.,neu,neu
sir is a very good teacher ??,pos,pos
she is good.,pos,pos
he is a punctual,pos,pos
good,pos,pos
good,pos,pos
well enough as a lecturer,neu,neu
i heard she is a very good teacher even though i havent meet her.,pos,pos
"one word ""best""",pos,pos
"i think he, is a good math teacher better than other semmister.",pos,pos
good,pos,pos
he is a best teacher,pos,pos
his attitude is not good in the class. always he try to insalt the student in class room.,neg,neg
good,pos,pos
he is a good teacher. his behaviour with student is fine. he is a respectable person. best of luck to him.,pos,pos
agree,neu,neu
he is genius.,pos,pos
good,pos,pos
he is good teacher,pos,pos
good,pos,pos
good,pos,pos
quite good,pos,pos
as a techer she is good,pos,pos
good,pos,pos
good,pos,pos
good,pos,pos
she is a very awesome faculty.,pos,pos
good,pos,pos
i'm so lucky to have a teacher like him,pos,pos
best faculty . explain the maximum tropic in class in such a simple way that there is no need to ask back questions .,pos,pos
he is a good faculty,pos,pos
sir is helpful and considerate.,pos,pos
he is a good teacher,pos,pos
he is nice as teacher. in a word perfect.,pos,pos
good,pos,pos
sir is good,pos,pos
good,pos,pos
"in a sentence ""he is a good course instructor, but not excellent.""",neg,neg
good,pos,pos
don’t know about him.going to drop the course for some personal reason.,neg,neg
"you are the inspiration, the guide, the candle to my life. best faculty .",pos,pos
very good teacher,pos,pos
he is a good teacher.,pos,pos
he is a good person as well as a good teacher,pos,pos
i agree,neu,neu
good,pos,pos
he is a good teacher.,pos,pos
very good,pos,pos
"very very good & helpful faculty. he is indeedly one of the most caring person. without his guide & help, it wasn't possible to progress our thesis work smoothly. we are very grateful to him.",pos,pos
good lectures,pos,pos
sir very helpful,pos,pos
excellent faculty.,pos,pos
well,neu,neu
he is punctual in class and regular check the task in class time,neu,neu
he is a good teacher,pos,pos
one of the best teacher,pos,pos
he is a good teacher,pos,pos
he is a great teacher,pos,pos
in short he is awesome.i am really learning database properly,pos,pos
nice personality,pos,pos
too cool,pos,pos
"very very very nice,good and friendly teacher.",pos,pos
has a sweet style to teach.,pos,pos
agree,neu,neu
best teacher,pos,pos
best faculty from math department,pos,pos
he is a good teacher.,pos,pos
very good teachre,pos,pos
i think the basic knowledge of this subject is very strong of our teacher,pos,pos
she is a very good teacher and a good guidence.,pos,pos
he is a best faculty in aiub.,pos,pos
no comments.,neu,neu
greate teacher,neu,neu
good,pos,pos
he is a good teacher,pos,pos
gud teacher,pos,pos
best best best ever .,pos,pos
she is a good teacher,pos,pos
good,pos,pos
i like her.,pos,pos
good,pos,pos
i don't know,neu,neu
no,neu,neu
good,pos,pos
best wishes to you sir.,pos,pos
well,neu,neu
good,pos,pos
vhaloi too number ektu beshi dile vhalo hoy,neu,neu
good,pos,pos
he is a good teacher,pos,pos
he is a good teacher.,pos,pos
okay,neu,neu
"teaches us well,motivates us.",pos,pos
good,pos,pos
best faculty.,pos,pos
he is good,pos,pos
"it can't be avoidable to admit that her teaching prospects are very much appreciable but she has some behavioral issue need and need to improve her behavior aspects to a certain level as quickly as possible otherwise her future students will suffer as we suffered badly in this term. she did not want to hear her students need/saying, rather she assumed mistakenly and gave her decision according to her wish.",neg,neg
dnt knw,neu,neu
he is great in teaching math! but he does not show all syllabus related problems! he just show only one mathematical problem and told the students to solve rest of the problems in home! but he got enough class time to show all problems though! as a result we face a lot of difficulties when practicing math in home and as well as in the exam hall! in consulting hour we do not get enough time to practice and understand the math problem also!,neu,neu
he is a very good person,pos,pos
he is a nice teacher,pos,pos
he is a good faculty,pos,pos
she is .,neu,neu
good,pos,pos
she explains every topic clearly and makes it more interesting but she is lazy type,neu,neu
as freshers we expect to have a more delicate teaching.but our honorable professor is too educated that he things that our course is very easy so we can easily understand the topic that he teach us so lightly.,pos,pos
madam is good!,pos,pos
very much cooperative,pos,pos
she is a very kind person and good teacher also,pos,pos
he is a excellent lecturer for me.,pos,pos
mam is love,pos,pos
best faculty,pos,pos
i am satisfied to do her classes.,pos,pos
the classes held are well understood.,pos,pos
good teacher,pos,pos
alhamdulillah. she is good enough for us,pos,pos
good,pos,pos
i feel grate for doing this class.,neg,neg
good teacher,pos,pos
good,pos,pos
best,pos,pos
good,pos,pos
nice teacher,pos,pos
awesome,pos,pos
na,neu,neu
good teacher,pos,pos
sir is nice,pos,pos
he is good.,pos,pos
he is a very good teacher,pos,pos
she is a good teacher.,pos,pos
good teacher,pos,pos
mam is a good teacher for me.mam always try to maintain our time schedule.,pos,pos
best guardian,pos,pos
really very good teacher,pos,pos
i have no comments for my teacher.,neg,neg
one of the best teacher i've ever seen,pos,pos
good teacher,pos,pos
he is a good teacher.,pos,pos
i agree,neu,neu
good,pos,pos
she is a good and honest teacher.,pos,pos
good faculty.,pos,pos
good,pos,pos
good,pos,pos
good,pos,pos
he is attentive. he gives us more information about this subject. overall he is one of the best faculty.,pos,pos
good teacher,pos,pos
good,pos,pos
very good,pos,pos
good,pos,pos
good teacher,pos,pos
i am happy,pos,pos
good teacher,pos,pos
she's a very good teacher.,pos,pos
thank you for spending your valuable time teaching me,pos,pos
good,pos,pos
mam always hard work for students,pos,pos
mam bhalo ase,neu,neu
excellent teaching but he always gives us coceptual question.,pos,pos
best,pos,pos
good faculty,pos,pos
very humble person and an excellent teacher,pos,pos
just awsome,pos,pos
he is a good teacher.,pos,pos
he is the best facalty of aiub.respect him 4rm the core of my heart.every facalty must learn something 4rm him,pos,pos
"very good , helpful , knowledgeable teacher",pos,pos
good,pos,pos
he is a good faculty.,pos,pos
he is good as a teacher.,pos,pos
great,pos,pos
he is one of the good teacher in our faculty & his teaching style is very nice.,pos,pos
good,pos,pos
good,pos,pos
very good faculty,pos,pos
i think this faculty is so good,pos,pos
"mam is a good human being .but mam cannot teach well if a student ask a question mam didnt answer the question and marking valo korena . class e ki porai kisu bujhi kisu bujhina , mam k ask korle mam ghabrai jai .",neg,neg
good,pos,pos
good teacher,pos,pos
he is a good faculty & teaches very well.,pos,pos
all in all he is a good teacher.,pos,pos
very nice faculty,pos,pos
thanks,pos,pos
never took class on time .its very stress full for us,neg,neg
he is a very talented person. he has very good skills.,pos,pos
"powerful knowledge, strong basic, teaching part is very strong & interesting & using example in basic life. vary nice sir.",pos,pos
one of the best faculty and a human being i have ever seen,pos,pos
he is really good,pos,pos
thank you,pos,pos
good,pos,pos
very good teacher,pos,pos
yu can see my opininon,neu,neu
satisfactory,neu,neu
a very good teacher.,pos,pos
good,pos,pos
very good teacher,pos,pos
good :),pos,pos
good,pos,pos
joss sir.,neu,neu
very friendly,pos,pos
good,pos,pos
very good,pos,pos
no coments.,neu,neu
he is a very good teacher.,pos,pos
sir discuss all topics the very briefly,neu,neu
very tough guy .,neu,neu
sir is good,pos,pos
she is very good teacher,pos,pos
awesome,pos,pos
good teacher,pos,pos
ok,neu,neu
good,pos,pos
he is a nice teacher as well as nice human being,pos,pos
good,pos,pos
"to be honest, so much helpful.",pos,pos
very good teacher.,pos,pos
she is a very good and attentiveteacher,pos,pos
always speaks in english so that we are improved by him.,pos,pos
best personality and communication with students are great. teaching style is also good.,pos,pos
he is good.,pos,pos
good,pos,pos
explain everything with proper example. got to know lots of new practical things about finance from sir.,pos,pos
nice teacher,pos,pos
well,neu,neu
ok,neu,neu
sir is very good.best best best ever.,pos,pos
good teacher.but we can not understand his lecture properly.,neg,neg
good,pos,pos
he is a good faculty :),pos,pos
best,pos,pos
really good teachar,pos,pos
excellent teacher,pos,pos
he is a very good teacher and very helpful.,pos,pos
he has extra power to make students understand about any topic.,pos,pos
she is worst faculty. i had ever in aiub.,neg,neg
he is a nice teacher.,pos,pos
good,pos,pos
"he is not helpful at all. if any student suffer from any problem, he don't help. he always understatement a student suffering with a problem.",neg,neg
good teacher,pos,pos
good and also friendly,pos,pos
not overall satisfied,neg,neg
more than awesome,pos,pos
excellent,pos,pos
i would say he is very good and helpful as a person and teacher as well,pos,pos
good,pos,pos
food,neu,neu
he is a good teacher.,pos,pos
good,pos,pos
he is good teacher.,pos,pos
he is the fantastin teacher ever i had seen in my whole life.,pos,pos
good teacher,pos,pos
he's a good teacher,pos,pos
good,pos,pos
very sweet,pos,pos
great sir,pos,pos
joss,neu,neu
she is good teacher.,pos,pos
good,pos,pos
good,pos,pos
good teacher,pos,pos
he is a very good and helpful faculty,pos,pos
moderately agree,neu,neu
awesome,pos,pos
she is very helpful teacher.,pos,pos
good faculty!,pos,pos
he is good,pos,pos
he is a very good teacher,pos,pos
good,pos,pos
good,pos,pos
good,pos,pos
not bad,neu,neu
ok,neu,neu
very good idea.,pos,pos
good,pos,pos
"it hasn't been too long that we meet and continue the thsis so far i have nothing to say, this should have been done after thesis then i could give a good thoughts on him",neu,neu
awesome,pos,pos
good faculty,pos,pos
good teacher,pos,pos
good,pos,pos
good,pos,pos
she is very practical teacher and very good,pos,pos
good faculty,pos,pos
good,pos,pos
best,pos,pos
good teacher,pos,pos
sir is so realistic and very good person.,pos,pos
good,pos,pos
pretty good.,pos,pos
good teacher,pos,pos
he is a good teacher,pos,pos
excellent,pos,pos
good,pos,pos
he's quite good,pos,pos
he should improve his get-across power,neu,neu
his grading system is not good.,neg,neg
not so good,neg,neg
he has a good personality.,pos,pos
very good,pos,pos
good,pos,pos
sir is a very good man and sir's teaching is very nice.,pos,pos
good,pos,pos
good,pos,pos
good,pos,pos
he is a good teacher.,pos,pos
good faculty,pos,pos
good pl teacher.teaching quality is so helpful for us,pos,pos
good,pos,pos
good,pos,pos
good,pos,pos
best,pos,pos
good faculty,pos,pos
she is an good teacher.,pos,pos
sir a really good person and teaches us always with real life examples. for real life examples we can remember the things for a long time,pos,pos
he teaches us very carefully,pos,pos
good,pos,pos
good faculty,pos,pos
good,pos,pos
my comment actually doesnt matter. because sir is not going to read it for sure. haha,neg,neg
sir is nice,pos,pos
i love her soo much,pos,pos
bad person,neg,neg
cool,pos,pos
nice teacher,pos,pos
sir is a good teacher .,pos,pos
he is a very good faculty. so cooperative to students.,pos,pos
good,pos,pos
drooped this course,neg,neg
good,pos,pos
very good teacher with great humanity.,pos,pos
good,pos,pos
"the current exam style is feeling boring, as even if we know the concept still we have to memorize a lot to write so big answers in the exam, and is taking a lot of stemina to give lengthy exam. some mcq could make the exam more interesting.",neg,neg
serious in lab performence.best one,pos,pos
she is a very good teacher and her ways of teaching makes us feel comfortable.,pos,pos
not good at all.,neg,neg
arrogance can sometime become a problem no matter how you teach.,neg,neg
he is a best teacher.,pos,pos
he is good teacher,pos,pos
good sir,pos,pos
is a good teacher,pos,pos
he is such an honest teacher. his teaching method is so interesting that everyone can understand. he encourages us to express our opinion and he is a very friendly teacher.,pos,pos
i think she is a good teacher.,pos,pos
i really like your teaching style !!!!! really learnt a lot from you mam. will miss you mam !!!,pos,pos
very good,pos,pos
very friendly motivator,pos,pos
best teacher of decade <3,pos,pos
good,pos,pos
he is a very good teacher. need some experiece about subject matter.,pos,pos
good,pos,pos
best for cs department.,pos,pos
good but some times give so much knowledge in one lecture.,neu,neu
good and intellectual,pos,pos
agree,neu,neu
he is a good teacher.,pos,pos
good,pos,pos
she is a good teacher,pos,pos
practical examples are helpful from him . love to do his classes,pos,pos
his evaluation system is not good.,neg,neg
y,pos,pos
not so good,neg,neg
good,pos,pos
supportive,neu,neu
he is a good teacher.,pos,pos
very good,pos,pos
good,pos,pos
good,pos,pos
good,pos,pos
nice faculty.,pos,pos
excellent,pos,pos
good,pos,pos
nice faculty,pos,pos
good,pos,pos
gd,neu,neu
good,pos,pos
actually i have not any class with him still now,neu,neu
good,pos,pos
poor teacher,neg,neg
good,pos,pos
this is the fifth time i am having course with him & i wish i had more courses with him.,pos,pos
not good,neg,neg
she is a good teacher.,pos,pos
he is a good faculty,pos,pos
5,pos,pos
sir is very good.,pos,pos
good teacher,pos,pos
good teacher.,pos,pos
good,pos,pos
excellent.sir provide the all information aout the cource.,pos,pos
good,pos,pos
madam is best faculty,pos,pos
too much disgusting & foul teacher,neg,neg
an amazing teacher,pos,pos
he' ok,neu,neu
cool,pos,pos
he is awesome. he is a very good faculty.,pos,pos
good teacher,pos,pos
he's a great teacher.,pos,pos
good,pos,pos
good,pos,pos
the way she teaches us is amazing. she is very cooperative with the students,pos,pos
strongly agree,pos,pos
i think he is one of the best faculty ever .,pos,pos
very good teacher.,pos,pos
awesome teacher,pos,pos
he is good in teaching.,pos,pos
he target some student and very badly behave with them & always insult them very rudely.,neg,neg
good,pos,pos
he take regular classes. the things that he taught helped me a great deal in this class as well as in my lecture. .,pos,pos
good,pos,pos
good,pos,pos
good,pos,pos
a very good teacher and also have very good knowledge on the subject matter.,pos,pos
nice,pos,pos
good,pos,pos
good faculty,pos,pos
so good,pos,pos
good,pos,pos
good,pos,pos
overall he is a good faculty,pos,pos
good,pos,pos
good teacher,pos,pos
